,미디어_TV_장르_1~3순위,,,미디어_OTT,미디어_동영상 콘텐츠_장르,,,,,,,,,,,,,
panel_id,1순위,2순위,3순위,사용_OTT_수,드라마/영화,음악/댄스,푸드/먹방/레시피,뉴스/시사/정치,게임,스포츠경기,예능,연예계소식,여행,뷰티,동물,운동,학습/강의/업무,일상및토크
K0473455,1,2,4,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0
K0473550,2,1,6,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1
K0473586,2,1,8,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
K0473588,5,7,6,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0
K0473627,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
K0473674,4,2,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
K0473684,2,1,8,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0
K0473720,1,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
K0473753,1,6,2,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0
K0473771,3,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
K0473847,1,5,997,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
K0473924,8,2,3,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1
K0473946,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0473960,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
K0473994,8,9,1,3,1,0,0,1,0,0,0,0,1,0,0,1,1,0
K0474117,2,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
K0474164,3,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0474214,1,6,2,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1
K0474240,2,9,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
K0474264,1,2,997,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0
K0474266,5,9,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
K0474267,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
K0474275,6,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
K0474319,3,4,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
K0474327,8,9,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
K0474352,3,8,4,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
K0474383,3,8,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
K0474388,1,9,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
K0474481,4,2,3,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
K0474495,3,1,8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
K0474531,1,10,8,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
K0474551,3,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0474578,2,8,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
K0474605,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
K0474632,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0474645,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
K0474716,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
K0474743,2,3,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
K0474752,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
K0474784,2,3,1,2,1,0,1,1,0,0,1,1,1,0,1,0,0,1
K0474811,2,1,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
K0474866,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
K0474871,3,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
K0474876,1,2,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
K0474887,8,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
K0474889,9,2,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
K0474908,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0474935,4,6,8,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
K0474956,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
K0474965,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
K0475006,2,4,10,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0
K0475038,1,2,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0
K0475039,3,9,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
K0475071,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K0475167,9,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0475179,3,8,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K0475235,3,1,6,4,1,1,0,0,0,0,1,0,0,0,1,0,0,1
K0475300,9,11,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
K0475311,2,4,3,3,1,0,1,1,1,1,1,0,1,0,0,1,0,0
K0475349,1,10,9,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
K0475365,2,9,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K0475385,2,6,1,4,1,1,1,1,1,0,1,0,1,1,0,1,1,1
K0475390,2,4,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0
K0475435,3,9,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
K0475474,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
K0475479,3,4,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
K0475527,6,9,8,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
K0475540,2,6,10,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
K0475541,8,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
K0475552,4,1,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
K0475576,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0475637,2,6,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
K0475652,9,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0
K0475657,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
K0475670,1,5,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
K0475683,1,2,0,4,1,0,1,0,0,0,0,0,1,0,0,1,1,0
K0475732,1,2,8,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
K0475744,1,9,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
K0475747,5,3,8,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
K0475861,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0476022,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
K0476023,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
K0476096,4,1,9,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
K0476131,8,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0476156,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
K0476159,8,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
K0476206,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K0476259,2,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
K0476273,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
K0476325,3,8,4,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0
K0476350,2,9,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0476429,9,4,2,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0
K0476462,2,1,3,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1
K0476478,8,3,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
K0476548,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
K0476584,6,9,8,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
K0476586,6,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
K0476624,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0476693,2,1,9,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
K0476799,2,1,997,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0
K0476820,997,8,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
K0476926,1,2,9,2,0,0,0,1,0,0,1,0,1,0,1,1,1,0
K0476949,1,4,3,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
K0477046,2,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
K0477067,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0477111,2,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
K0477168,9,8,997,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0
K0477180,1,8,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
K0477183,8,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
K0477220,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K0477267,1,2,8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
K0477311,1,9,10,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
K0477326,2,4,5,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
K0477342,3,8,2,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
K0477415,1,2,10,3,1,1,1,0,1,0,1,1,0,0,1,1,0,0
K0477454,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0477461,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K0477570,1,2,6,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
K0478149,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0478272,1,6,9,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0
K0478308,2,1,4,4,1,1,1,0,1,1,1,0,0,0,1,1,0,1
K0478396,2,6,3,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
K0478414,1,4,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
K0478655,4,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
K0478709,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
K0478770,1,2,8,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
K0478828,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
K0479226,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K0479278,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0479335,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K0479364,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1
K0479370,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0
K0479419,2,1,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
K0479467,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
K0479764,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
K0480030,2,6,11,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
K0480279,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
K0480313,3,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
K0480465,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0480494,8,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
K0480693,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0480708,8,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
K0480753,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
K0480916,1,8,9,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
K0480978,1,4,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
K0481112,1,8,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
K0481147,1,2,0,5,1,1,1,0,0,0,1,1,0,1,1,0,0,0
K0481181,10,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0481208,4,1,8,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
K0481217,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K0481238,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
K0481256,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
K0481283,3,4,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
K0481287,4,8,9,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
K0481297,1,2,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
K0481309,1,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0481328,2,1,3,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
K0481350,3,8,4,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
K0481370,5,9,3,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
K0481455,2,6,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0
K0481471,1,2,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
K0481490,9,8,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
K0481515,1,8,3,3,1,0,1,1,0,1,1,1,1,0,0,1,0,1
K0481518,3,8,997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0481543,1,6,4,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
K0481544,8,7,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
K0481586,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
K0481601,4,9,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
K0481610,2,1,9,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1
K0481637,2,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0481654,2,1,8,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0
K0481723,3,8,4,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0
K0481767,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0481829,4,5,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K0481839,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
K0482040,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K0482052,9,10,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K0482097,1,2,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
K0482114,2,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K0482170,3,8,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0
K0482179,2,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
K0482198,8,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0482205,4,3,8,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
K0482271,11,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
K0482272,5,4,6,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0
K0482274,8,7,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
K0482317,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0482348,3,8,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
K0482372,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
K0482377,4,8,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
K0482509,2,1,9,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
K0482536,7,9,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
K0482560,4,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
K0482618,2,4,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
K0482653,2,1,7,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0
K0482677,1,2,6,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
K0482683,2,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1
K0482704,2,5,4,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0
K0482786,1,3,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
K0482789,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0482868,8,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
K0482874,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0482879,6,5,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
K0482887,2,1,5,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0
K0482934,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
K0482973,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0483054,4,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
K0483248,4,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
K0483373,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K0483409,4,1,9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
K0483412,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K0483463,1,5,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
K0483476,2,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
K0483477,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0483493,8,3,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
K0483541,8,3,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0
K0483557,1,2,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
K0483582,11,5,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
K0483671,1,2,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
K0483736,3,2,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
K0483767,1,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
K0483785,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0483866,2,7,3,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
K0483930,1,2,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1
K0483946,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0483961,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1
K0484068,8,9,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
K0484323,2,3,4,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0
K0484330,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K0484372,3,9,8,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
K0484382,1,4,2,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
K0484410,9,0,0,5,1,0,1,0,0,0,1,1,1,0,1,0,0,1
K0484514,9,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
K0484540,2,5,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
K0484575,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
K0484585,3,4,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
K0484587,4,1,8,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0
K0484652,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0484659,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1
K0484680,1,2,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
K0484756,1,9,8,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0
K0484795,2,4,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0
K0484874,7,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0484900,4,3,1,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0
K0484908,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K0484920,4,8,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
K0485035,1,9,8,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
K0485064,2,1,5,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
K0485087,4,1,3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
K0485096,1,2,6,3,1,1,1,0,0,0,1,1,0,0,1,0,0,0
K0485107,1,8,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
K0485156,4,5,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
K0485158,1,4,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
K0485162,2,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0485167,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1
K0485180,1,2,10,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0
K0485256,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0485281,8,11,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
K0485318,1,2,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1
K0485321,3,6,2,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
K0485340,1,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1
K0485364,1,2,6,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
K0485385,9,8,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0
K0485396,1,2,8,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
K0485430,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K0485434,3,8,9,3,1,1,0,1,0,1,0,0,0,1,1,0,0,0
K0485491,2,1,3,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0
K0485501,8,11,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
K0485509,2,4,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
K0485520,6,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
K0485577,6,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
K0485750,1,4,8,4,1,1,0,1,1,1,1,1,1,0,1,1,1,1
K0485818,2,1,6,4,1,0,1,0,0,0,1,1,1,0,1,0,0,1
K0485837,2,3,8,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
K0485838,4,5,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
K0485857,4,2,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
K0485894,6,1,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0
K0485897,3,8,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
K0485898,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0485908,1,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
K0485912,1,2,6,4,1,1,0,0,0,0,0,1,0,1,0,1,0,1
K0485953,2,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0486009,0,0,0,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1
K0486041,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0486128,2,1,8,3,1,0,0,0,0,0,1,0,0,0,1,1,1,0
K0486225,4,6,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
K0486260,3,8,1,5,1,1,0,1,1,1,0,0,0,1,1,1,1,1
K0486359,3,2,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
K0486391,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
K0486410,1,8,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
K0486444,2,8,6,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
K0486528,2,1,11,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
K0486540,1,9,2,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0
K0486566,1,2,3,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0
K0486578,5,1,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
K0486602,8,4,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
K0486627,3,2,1,3,1,1,0,1,0,0,1,0,0,1,0,1,1,0
K0486673,1,2,3,3,0,1,1,0,1,0,1,1,0,1,1,0,0,1
K0486707,1,4,2,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0
K0486714,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0486766,2,1,997,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
K0486771,2,1,9,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0
K0486827,1,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0486854,4,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0486923,2,1,8,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
K0486948,8,4,5,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
K0486984,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0486990,3,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1
K0487015,1,2,5,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
K0487035,1,2,6,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1
K0487066,4,1,2,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0
K0487072,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
K0487076,1,10,3,3,1,1,1,1,1,1,1,0,1,0,0,1,1,0
K0487081,6,2,3,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1
K0487094,1,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
K0487097,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K0487139,3,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0487176,2,9,1,5,1,1,0,1,0,1,0,0,0,0,0,0,1,1
K0487202,997,5,4,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1
K0487211,3,1,9,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
K0487216,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K0487231,1,3,8,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
K0487294,9,3,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
K0487328,1,4,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
K0487384,1,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
K0487407,1,997,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
K0487412,1,2,9,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
K0487424,2,10,6,4,1,1,1,0,1,0,0,0,0,1,0,0,1,0
K0487429,1,3,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
K0487436,1,9,4,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1
K0487466,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
K0487496,11,1,2,2,1,1,1,0,0,0,1,0,0,1,0,1,1,1
K0487518,1,5,4,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
K0487520,1,4,9,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
K0487539,1,2,8,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0
K0487541,2,1,4,2,1,0,0,1,0,1,0,0,1,0,1,1,0,1
K0487553,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
